id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine,cluster,playResult
2018101407:1733:6,0,1,2,4,0,139.85865000000007,139.85865000000007,20.21,10.909999999999997,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-5.229999999999997,-1,-1,0.0196774193548387,0.0185976540148769,0.0196651997732634,0.0,4.833451488341977,0.0500505331633044,0.0500505331633044,6.964249619169069,6.964249619169069,4,3
2018101407:1757:6,0,0,3,4,0,129.96294999999998,129.96294999999998,20.3,8.96,1,3,1,1,0,0,2,2,3,0,4,3,2,3,-5.669999999999997,-2,0,0.0,0.0179438905553725,0.0204254637028822,0.0,5.201482422490411,0.0538615043749007,0.0538615043749007,6.953832996250084,6.953832996250084,5,7
2018101407:1781:6,2,1,1,1,2,299.0890500000001,293.9536500000001,34.21,16.220000000000006,1,3,1,1,0,0,2,2,3,1,3,4,2,3,0.1999999999999957,-1,-1,0.0196774193548387,0.0166363636363636,0.0188775510204081,0.0205471014492753,1.6431161851536793,0.0234044007963514,0.017009484318361,6.98328257085975,6.986392412545311,0,0
2018101407:1803:6,0,1,1,4,1,274.5993500000002,274.5993500000002,30.75,15.549999999999995,1,3,1,1,0,0,2,2,3,1,3,4,2,3,-2.4699999999999998,-1,-1,0.0196774193548387,0.0166363636363636,0.0197216025382777,0.0203333333333333,2.4617683909302754,0.0254916845214673,0.0254916845214673,6.985433323130589,6.985433323130589,0,0
2018101407:1827:6,0,1,3,2,1,168.65914999999987,168.65914999999987,25.3,9.849999999999994,1,3,1,1,0,0,2,2,3,0,4,3,2,3,-10.56,-2,0,0.0188775510204081,0.018210513333516,0.0206317829457364,0.0207608695652173,4.008083759463987,0.0415038259116093,0.0415038259116093,6.964425292075763,6.964425292075763,2,9
2018101407:1943:6,0,0,1,4,2,214.5184499999998,214.5184499999998,36.13,9.849999999999994,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-2.1300000000000026,-1,-1,0.0,0.0172072072072072,0.0189837076250644,0.0195463023919245,3.193198533739176,0.0326312258922251,0.0326312258922251,6.976691981505552,6.976691981505552,1,0
2018101407:1990:6,0,0,1,4,2,181.25455,181.25455,39.34,7.760000000000002,1,3,1,1,0,0,2,2,3,1,4,3,3,2,-1.1099999999999923,-1,-1,0.0,0.0172072072072072,0.0189837076250644,0.0195463023919245,3.779215473487424,0.0386197201670247,0.0386197201670247,6.972414485594982,6.972414485594982,6,5
2018101407:2315:6,0,1,2,4,0,153.3175999999997,153.3175999999997,24.64,13.809999999999988,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-2.9099999999999966,-1,-1,0.0196774193548387,0.0174770603228547,0.0202254966192746,0.0,4.409148069106231,0.0456568587037627,0.0456568587037627,6.973910366454993,6.973910366454993,4,6
2018101407:2360:6,0,1,2,3,1,286.25375,286.25375,32.239999999999995,14.630000000000004,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-0.8999999999999986,-1,-1,0.0196774193548387,0.0174770603228547,0.0201895510479216,0.0203333333333333,2.361541115181897,0.0244538281157888,0.0244538281157888,6.986026383933835,6.986026383933835,2,2
2018101407:2384:6,0,1,2,2,2,253.30725000000007,253.30725000000007,34.76,14.650000000000004,1,3,1,1,0,0,2,2,3,1,5,2,3,2,-0.019999999999996,-2,0,0.0196774193548387,0.0174770603228547,0.0199038917892738,0.0205471014492753,2.6686958229580866,0.0276344242022287,0.0276344242022287,6.9881566753419015,6.9881566753419015,0,2
2018101407:2408:6,2,1,1,2,2,314.0673,303.6860000000001,34.86,14.830000000000004,1,3,1,1,0,0,3,2,3,1,4,4,3,2,0.1099999999999994,-1,-2,0.0196774193548387,0.0166363636363636,0.0199038917892738,0.0205471014492753,1.8736458052066929,0.0254722475087345,0.0197572492640424,7.984079845307042,7.986828500490638,0,0
2018101407:2505:6,0,0,3,3,1,155.01749999999996,155.01749999999996,32.07,8.060000000000002,1,3,0,1,0,0,1,3,3,1,3,4,3,1,-7.5,0,-3,0.0,0.0181277946381264,0.0193523288684579,0.0188775510204081,4.496266550550745,0.0451561920428338,0.0451561920428338,6.967745577112262,6.967745577112262,6,8
2018101407:2553:6,2,0,2,3,1,216.61294999999996,175.13674999999992,30.0,13.989999999999997,1,3,1,1,0,0,2,3,3,1,4,4,2,3,-5.02,-2,-1,0.0,0.0183252336448598,0.0187681911797246,0.0202150537634408,3.3973452173801344,0.0369322332759883,0.0342589433685391,7.972300825043009,7.965741056631462,6,10
2018101407:2678:6,1,1,1,3,1,188.16990000000004,149.07885000000005,23.19,14.400000000000004,1,3,1,1,0,0,2,2,3,1,4,3,3,2,-1.4700000000000024,-1,-1,0.0196774193548387,0.0166363636363636,0.0191762137876957,0.0207608695652173,3.957637183275829,0.037200423659682,0.0402471577960253,6.97874261505161,6.9731685614693175,0,5
2018101407:2702:6,0,1,2,3,1,168.01574999999983,168.01574999999983,23.03,14.61999999999999,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-1.9200000000000017,-1,-1,0.0196774193548387,0.0174770603228547,0.020047038970627,0.0207608695652173,4.0234323270288685,0.0416627607828433,0.0416627607828433,6.976192708124089,6.976192708124089,2,7
2018101407:2736:6,0,0,3,3,1,165.3448000000001,165.3448000000001,24.59,13.28,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-3.299999999999997,-1,-1,0.0,0.0190813385164472,0.0191762137876957,0.0197894736842105,4.106570028207718,0.0423357734866775,0.0423357734866775,6.969760161795231,6.969760161795231,1,0
2018101407:2762:6,0,0,3,3,1,169.2265999999997,169.2265999999997,24.65000000000001,13.32,1,3,1,1,0,0,2,2,3,0,5,2,3,2,-1.4900000000000089,-2,0,0.0,0.018210513333516,0.020047038970627,0.0197894736842105,4.012371577517961,0.0413646554383295,0.0413646554383295,6.97636305403524,6.97636305403524,1,0
2018101407:3076:6,0,1,2,2,2,228.92335000000003,228.92335000000003,31.65,14.64,1,3,1,1,0,0,2,2,3,0,5,2,3,2,-0.5199999999999996,-2,0,0.0196774193548387,0.0174770603228547,0.0199038917892738,0.0200614035087719,2.96605828981622,0.0305779205135692,0.0305779205135692,6.986895176922756,6.986895176922756,2,4
2018101407:3100:6,0,1,1,4,1,203.56290000000004,203.56290000000004,28.86,15.060000000000002,1,3,1,1,0,0,2,2,3,0,3,4,3,2,-3.0399999999999987,0,-2,0.0196774193548387,0.0183177570093457,0.0190584052247804,0.0203333333333333,3.3355783396679834,0.0343874055635874,0.0343874055635874,6.980350053963663,6.980350053963663,2,6
2018101407:3166:6,0,0,2,4,1,199.09585,199.09585,28.620000000000005,12.269999999999996,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-4.450000000000003,-1,-1,0.0,0.0187832980972515,0.0193015151794815,0.0197894736842105,3.4104176455712167,0.0351589447997032,0.0351589447997032,6.969863761600253,6.969863761600253,1,12
2018101407:3190:6,1,1,2,4,0,187.74245,160.4196500000001,21.41,15.519999999999996,1,3,1,1,0,0,2,3,3,0,4,4,2,3,-5.689999999999994,-2,-1,0.0196774193548387,0.0183222706558351,0.0194223508030117,0.0,4.207713955241766,0.0426115670696744,0.0436355521284331,7.968041324697744,7.96883174847969,4,2
2018101407:3343:6,1,1,2,3,1,232.82265,220.95825000000008,26.000000000000004,14.269999999999996,1,1,3,1,0,0,3,2,3,0,4,4,2,3,-7.780000000000005,-2,-1,0.0196774193548387,0.0187832980972515,0.0193628117913832,0.0197894736842105,3.032247042144838,0.034360918063599,0.0316801929776326,7.974229311452301,7.977371290730263,2,-1
2018101407:3466:6,1,0,2,2,2,271.71310000000005,271.71310000000005,34.42,13.989999999999997,1,3,1,1,0,0,2,2,3,0,4,3,3,2,0.6899999999999977,-1,-1,0.0,0.0191802197802197,0.0203347996089931,0.0180423791138076,2.1382848305804902,0.0257624678383191,0.0220821152899878,6.981598237258344,6.981598237258344,1,11
2018101407:3490:6,0,0,2,4,1,131.40830000000008,131.40830000000008,29.03,8.680000000000009,1,3,1,1,0,0,2,2,3,1,3,4,2,3,-5.920000000000003,-1,-1,0.0,0.0187054534250795,0.0187761433847934,0.0202150537634408,5.220370402782772,0.0532690857426813,0.0532690857426813,6.961950653040942,6.961950653040942,6,3
2018101408:186:6,1,0,3,2,1,157.82234999999997,125.71709999999986,27.300000000000004,11.769999999999996,1,1,3,1,0,0,2,3,2,1,4,3,3,2,-4.57,-1,-1,0.0,0.0181099145070102,0.0193936739799109,0.0192708333333333,4.645350552947853,0.0443536672720942,0.047726204311108,6.974655047273089,6.968182530459262,6,0
2018101408:229:6,0,1,3,3,0,189.615,189.615,24.28,13.550000000000004,1,2,2,1,0,0,2,2,3,1,2,5,2,3,-1.990000000000002,0,-2,0.0188775510204081,0.0182120592470054,0.0202881713476225,0.0,3.52820188276244,0.0369169105819687,0.0369169105819687,6.968356933786883,6.968356933786883,3,0
2018101408:338:6,1,0,2,3,2,222.38749999999948,201.7337999999996,33.72,11.539999999999992,1,2,2,1,0,0,2,4,2,0,4,4,3,2,-1.2899999999999991,-1,-2,0.0,0.0163716814159292,0.0177849462365591,0.0202723363592928,3.5591457653601,0.0359732448991063,0.0346991926984967,7.97302006632567,7.975214862358216,1,0
2018101408:381:6,2,1,1,3,2,235.1591000000001,172.13865000000015,31.9,15.220000000000011,1,3,1,1,0,0,2,4,3,1,5,4,3,2,0.3000000000000042,-2,-2,0.0191397849462365,0.0163716814159292,0.018544144701367,0.0202723363592928,4.01420599034557,0.038271961408255,0.040664894258204,8.978737799217637,8.970953646958426,0,0
2018101408:452:6,0,0,4,3,0,135.41805000000005,135.41805000000005,20.230000000000004,10.97,1,2,2,1,0,0,2,3,2,1,4,3,3,2,-3.030000000000001,-1,-1,0.0,0.0183784321903561,0.019422623344224,0.0,5.0805634847053245,0.0516917796408971,0.0516917796408971,6.963077300256503,6.963077300256503,3,0
2018101408:474:6,0,1,3,2,1,253.74065,253.74065,27.19,14.480000000000004,1,3,1,1,0,0,2,2,3,1,3,4,3,2,-4.170000000000002,0,-2,0.0193548387096774,0.0182870894825723,0.0202924340467894,0.0192708333333333,2.648373447455109,0.0275872234109907,0.0275872234109907,6.980294840420722,6.980294840420722,0,7
2018101408:785:6,2,0,2,3,2,231.46165000000005,208.1944,31.59,12.290000000000004,1,3,1,1,0,0,2,4,3,1,4,5,2,3,-0.2999999999999936,-2,-2,0.0,0.0163716814159292,0.0194668458781362,0.0202723363592928,3.3190133836452858,0.0388833312127516,0.0336224221208639,8.978398149326251,8.980787187359509,6,15
2018101408:809:6,2,1,1,4,0,282.57145000000014,212.81465000000009,23.370000000000005,21.270000000000003,1,2,2,1,0,0,2,4,2,0,3,5,3,2,0.3799999999999954,0,-3,0.0195833333333333,0.0163716814159292,0.0190140347701878,0.0,2.8099569273073994,0.028311423535534,0.028193547765626,7.982305360290291,7.976505376861978,4,10
2018101408:833:6,2,0,3,3,0,165.3220499999999,141.81359999999987,26.500000000000004,11.569999999999991,1,2,2,1,0,0,2,4,2,0,4,4,3,2,1.3999999999999986,-1,-2,0.0,0.0172943825926983,0.020042668683973,0.0,4.216802901837346,0.048390399223818,0.0423090592157593,7.969756000485114,7.97884547039212,5,2
2018101408:857:6,2,0,3,3,1,231.1556499999997,173.1675499999999,30.73,12.609999999999992,1,3,1,1,0,0,2,4,3,0,6,3,3,2,-0.3100000000000023,-3,-1,0.0,0.0172943825926983,0.0198985117656225,0.0201098901098901,3.9903550058888086,0.0389348043190811,0.0404232779178316,8.974043463787279,8.976900984046953,1,8
2018101408:881:6,2,1,2,2,1,239.69040000000012,179.16275000000007,24.36,18.760000000000005,1,2,1,2,0,0,2,4,2,0,3,5,2,3,-0.5600000000000023,-1,-2,0.0195833333333333,0.0163716814159292,0.0196248375280633,0.0204347826086956,3.3377473833148903,0.033376388874982,0.0334891041804169,7.979139756953138,7.977673930546389,2,-6
2018101408:951:6,2,0,3,3,1,253.68769999999995,161.12219999999996,30.33,13.849999999999996,1,3,1,1,0,0,2,4,3,0,4,5,2,3,-3.0300000000000047,-2,-2,0.0,0.0183962952390014,0.0191351677764721,0.0201098901098901,4.2762573996631135,0.0354766904347353,0.0434452856279271,8.980290727536257,8.96896765312291,1,0
2018101408:1033:6,0,0,3,3,1,217.09874999999985,217.09874999999985,30.21,12.700000000000005,1,2,2,1,0,0,1,3,3,0,4,3,3,2,-1.8000000000000045,-1,-1,0.0,0.0181099145070102,0.0198777137496649,0.0192708333333333,3.136821377368596,0.0322433915441705,0.0322433915441705,6.976969006039878,6.976969006039878,1,6
2018101408:1057:6,1,0,2,2,2,224.13059999999996,173.13905000000003,34.010000000000005,10.61999999999999,1,3,1,1,0,0,1,2,4,1,4,3,3,2,-0.8000000000000043,-1,-1,0.0,0.0190074277574277,0.0196206011730205,0.020489075203252,3.2228431425492965,0.0312317907505713,0.0346542273392397,6.977691578035307,6.9768971817738406,6,0
2018101408:1211:6,0,1,2,3,1,173.00835000000004,173.00835000000004,26.69,12.32,1,3,1,1,0,0,1,2,4,0,4,3,3,2,-1.4999999999999931,-1,-1,0.0193548387096774,0.0176406695156695,0.0206411170130682,0.0192708333333333,3.8264049105144338,0.0404604748845937,0.0404604748845937,6.965319592956063,6.965319592956063,2,0
2018101408:1233:6,0,1,3,3,0,211.4213000000001,211.4213000000001,25.07,16.820000000000007,1,1,3,1,0,0,1,2,4,0,5,2,4,1,-1.0800000000000054,-1,-1,0.0203296703296703,0.0182120592470054,0.0202881713476225,0.0,3.1311887685867026,0.0331092467977445,0.0331092467977445,6.981080430401289,6.981080430401289,4,5
2018101408:1257:6,0,0,2,4,1,138.9827999999999,138.9827999999999,29.92,8.779999999999994,1,3,1,1,0,0,1,2,4,0,4,3,4,1,-1.3900000000000006,0,-2,0.0,0.0176406695156695,0.0203195474372205,0.0192708333333333,4.7631793286651325,0.0503659445629243,0.0503659445629243,6.956829190374637,6.956829190374637,1,-3
2018101408:1347:6,1,1,2,2,1,210.15885,177.21900000000002,26.58,13.78,1,2,2,1,0,0,1,3,3,1,2,5,2,3,-2.0300000000000007,0,-2,0.0203296703296703,0.0174874524056767,0.0193128360215053,0.0217073170731707,3.2558585704693064,0.0333081381060088,0.0338564149442215,6.971450167337706,6.966143585055778,0,-4
2018101408:1366:6,0,1,2,3,2,329.5927000000002,329.5927000000002,36.81,16.220000000000002,1,3,1,1,0,0,1,3,4,1,4,4,2,3,-1.2000000000000028,-2,-1,0.0203296703296703,0.0176406695156695,0.018843640657403,0.020489075203252,2.333182743428478,0.02427238224633,0.02427238224633,7.9848297610960435,7.9848297610960435,0,6
2018101408:1424:6,2,1,2,2,2,268.42234999999994,266.9152499999999,35.43,14.57,1,3,1,1,0,0,2,4,3,1,4,5,2,3,-0.009999999999998,-2,-2,0.0195833333333333,0.0163716814159292,0.0194086021505376,0.0202723363592928,2.5888367187712213,0.0335292497066656,0.0262255528674364,8.981372639051852,8.985013969790037,0,8
2018101408:1448:6,2,1,2,2,2,313.78435,293.98035,35.0,17.810000000000006,1,3,1,1,0,0,2,4,3,0,4,5,2,3,-0.8500000000000014,-2,-2,0.0195833333333333,0.0163716814159292,0.0194086021505376,0.0202723363592928,2.3504972356145584,0.0286821187863575,0.0238111152667176,8.984065489563132,8.989795236314261,2,0
2018101408:1470:6,2,0,1,4,2,285.58165000000014,231.303,33.370000000000005,13.869999999999996,1,3,1,1,0,0,2,4,3,1,5,4,3,2,-0.6400000000000006,-2,-2,0.0,0.0163716814159292,0.018946981255449,0.0202723363592928,2.97877675602997,0.0315146298790555,0.0302633342412333,8.978990246747298,8.982706666147868,6,13
2018101408:1539:6,2,1,2,2,2,268.4458000000001,222.07499999999985,30.56,15.25,1,3,1,1,0,0,2,4,3,1,4,5,2,3,-1.1700000000000017,-2,-2,0.0195833333333333,0.0163716814159292,0.0182446236559139,0.0202723363592928,3.111561409433752,0.0335263207694067,0.0315208825847124,8.981374266239216,8.981988067094449,0,0
2018101408:1638:6,0,0,1,5,1,168.26765,168.26765,29.81,8.170000000000002,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-4.090000000000003,-1,-1,0.0,0.0176851851851851,0.0189358612651901,0.0217073170731707,3.993637517371877,0.041600390805957,0.041600390805957,6.964342522166323,6.964342522166323,1,9
2018101408:1700:6,0,1,2,2,2,294.6195,294.6195,35.27,16.459999999999994,1,3,1,1,0,0,2,2,3,1,4,3,2,3,0.3299999999999912,-2,0,0.0193548387096774,0.0174874524056767,0.0193819573283859,0.020489075203252,2.28090808653195,0.0237594592347078,0.0237594592347078,6.979634749227393,6.979634749227393,0,0
2018101408:1729:6,0,0,4,2,1,139.81569999999996,139.81569999999996,30.08,9.159999999999997,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-5.449999999999998,-1,-1,0.0,0.0184347048670313,0.020531077891424,0.0192708333333333,4.8063271864318535,0.0500659081919984,0.0500659081919984,6.9713909096045725,6.9713909096045725,1,0
2018101408:1751:6,0,0,2,4,1,194.58029999999985,194.58029999999985,27.94,10.47,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-6.9899999999999975,-1,-1,0.0,0.0187857744107744,0.0193073566073561,0.0192708333333333,3.4535870280804404,0.0359748648758379,0.0359748648758379,6.974303667945829,6.974303667945829,1,-3
2018101408:1886:6,2,1,2,4,0,253.37190000000004,223.1667,21.540000000000006,21.730000000000004,1,3,1,1,0,0,2,4,3,1,4,5,2,3,-1.3500000000000014,-2,-2,0.0195833333333333,0.0163716814159292,0.0198404692549152,0.0,3.0963400901657816,0.0355209081985808,0.0313666868757749,8.97631939453428,8.982076178928127,3,0
2018101408:2034:6,0,1,2,2,2,251.72360000000003,251.72360000000003,31.76,11.260000000000003,1,3,1,1,0,0,2,2,3,1,3,4,3,2,-3.270000000000003,0,-2,0.0193548387096774,0.0187857744107744,0.0180836353232882,0.020489075203252,2.6695947459832925,0.0278082786039926,0.0278082786039926,6.980136943854292,6.980136943854292,0,0
2018101408:2161:6,1,1,2,2,1,224.72000000000003,193.8504,23.53,15.700000000000005,1,3,1,1,0,0,2,2,3,1,3,4,2,3,-2.2600000000000016,-1,-1,0.0193548387096774,0.0187857744107744,0.0182802764797507,0.0206976744186046,2.981680718739812,0.0311498754004983,0.030951702962697,6.977750088999644,6.974206914197753,0,0
2018101408:2204:6,0,0,2,4,1,184.89115000000007,184.89115000000007,27.75,11.100000000000009,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-1.0100000000000016,-1,-1,0.0,0.0174874524056767,0.0197041069462634,0.0192708333333333,3.65620528619136,0.0378601139102655,0.0378601139102655,6.967548473791201,6.967548473791201,1,6
2018101408:2256:6,0,1,3,2,1,290.4960999999999,290.4960999999999,29.76,16.43,1,2,2,1,0,0,2,3,2,1,3,4,3,2,-2.139999999999993,0,-2,0.0188775510204081,0.017523686219169,0.020026256564141,0.0192708333333333,2.382131808309992,0.0240967090435981,0.0240967090435981,6.982788064968858,6.982788064968858,0,8
2018101408:2280:6,0,1,3,2,1,212.46615000000003,212.46615000000003,23.89,16.369999999999994,1,3,1,1,0,0,2,3,2,0,3,4,3,2,-2.539999999999999,0,-2,0.0188775510204081,0.0182120592470054,0.0185880416312659,0.0192708333333333,3.26640267167264,0.0329464246422312,0.0329464246422312,6.976466839541264,6.976466839541264,2,-2
2018101408:2304:6,0,1,2,3,1,268.62930000000006,268.62930000000006,29.69,16.86,1,2,2,1,0,0,2,3,2,0,3,4,2,3,0.2000000000000028,-1,-1,0.0188775510204081,0.0174874524056767,0.0189457853973983,0.0192708333333333,2.5834858669549443,0.0260582147963755,0.0260582147963755,6.981386989431161,6.981386989431161,2,8
2018101408:2328:6,0,1,3,1,2,247.26805,247.26805,32.739999999999995,14.22,1,3,1,1,0,0,2,2,3,0,4,3,3,2,0.9600000000000078,-1,-1,0.0193548387096774,0.0182870894825723,0.0188775510204081,0.0199842538759689,2.7338752418680867,0.0283093590134269,0.0283093590134269,6.979779029276124,6.979779029276124,2,0
2018101408:2367:6,1,0,1,5,0,168.0444999999999,159.97314999999998,23.98,13.65,1,3,1,1,0,0,2,2,3,1,4,3,2,3,-0.6099999999999959,-2,0,0.0,0.0188775510204081,0.0195018144757426,0.0,3.5255916383468104,0.0416556328829566,0.037506294024966,6.964295171814609,6.962493705975034,3,0
2018101408:2397:6,2,0,3,3,1,215.53845,166.14175,27.34,12.21,1,3,1,1,0,0,2,4,3,0,4,5,2,3,0.0100000000000051,-2,-2,0.0,0.0172943825926983,0.0197902142660207,0.0204347826086956,4.159099082560524,0.0417558908862896,0.0421326969289778,8.972162739409141,8.975924173183444,1,0
2018101408:2419:6,2,0,2,3,2,174.7876,170.6946000000001,30.57,11.29,1,3,1,1,0,0,2,4,3,0,4,5,3,2,-0.7999999999999972,-1,-3,0.0,0.0177557331810828,0.018544144701367,0.0202723363592928,4.048165554153439,0.0514910668720206,0.0410089129943184,8.96567262208532,8.976566335431817,1,7
2018101408:2447:6,2,1,2,4,0,243.71685,185.63254999999992,25.89,16.599999999999994,1,3,1,1,0,0,2,4,3,0,4,5,3,2,-4.670000000000002,-1,-3,0.0195833333333333,0.0180245503853839,0.0192679612630524,0.0,3.711633547026102,0.0369280991445605,0.0377089039610779,8.979484389364133,8.97306506859923,4,4
2018101408:2518:6,2,1,2,2,2,357.3976,318.60935000000006,37.67,18.19,1,3,1,1,0,0,2,4,3,0,4,5,2,3,0.0399999999999991,-2,-2,0.0195833333333333,0.0163716814159292,0.0194086021505376,0.0202723363592928,2.168800130944054,0.0251820381558242,0.0219704788952364,8.98600997880232,8.987445440631292,2,9
2018101408:2584:6,2,0,3,3,1,246.9930999999999,160.09269999999995,29.48,14.179999999999993,1,3,1,1,0,0,2,4,3,0,6,3,4,1,-0.8699999999999974,-2,-2,0.0,0.018364933231833,0.0188279611264878,0.0201098901098901,4.316249273077411,0.0364382648746058,0.0437246670210446,8.979756519514108,8.968768094984966,1,0
2018101408:2723:6,1,1,2,2,1,238.59775,208.05345,28.67,14.379999999999995,1,2,2,1,0,0,2,3,2,0,3,4,3,2,-1.840000000000004,0,-2,0.0188775510204081,0.0174874524056767,0.020531077891424,0.0192708333333333,2.8069709971163666,0.0293380805141708,0.0288387431210585,6.979044228204165,6.975967714065785,2,5
2018101408:2795:6,0,0,2,4,1,168.64069999999995,168.64069999999995,30.81,10.480000000000004,1,3,1,1,0,0,2,2,3,0,4,3,2,3,-3.2799999999999976,-2,0,0.0,0.0174874524056767,0.0193473966749456,0.0217073170731707,3.9848031940095128,0.0415083666042657,0.0415083666042657,6.970351166711239,6.970351166711239,1,13
2018101408:2840:6,0,1,2,3,1,275.81590000000006,275.81590000000006,31.62,17.020000000000003,1,2,2,1,0,0,2,3,2,0,4,3,4,1,0.9399999999999976,0,-2,0.0188775510204081,0.0174874524056767,0.019552769876334,0.0192708333333333,2.494417471944148,0.0253792475343154,0.0253792475343154,6.978246359256301,6.978246359256301,2,0
2018101408:2885:6,0,1,2,3,1,210.15165000000007,210.15165000000007,26.86,14.939999999999998,1,1,3,1,0,0,2,3,2,0,3,4,2,3,-2.4099999999999966,-1,-1,0.0188775510204081,0.0174874524056767,0.019552769876334,0.0192708333333333,3.2738263059081367,0.0333092792752281,0.0333092792752281,6.976207657660551,6.976207657660551,2,6
2018101408:2990:6,0,1,1,3,2,306.96085000000005,306.96085000000005,35.07,18.169999999999995,1,3,1,1,0,0,2,2,3,1,4,3,3,2,-1.6300000000000026,-1,-1,0.0188775510204081,0.0176851851851851,0.018843640657403,0.020489075203252,2.1892042584583664,0.0228042110256079,0.0228042110256079,6.9902267667033104,6.9902267667033104,0,5
2018101408:3047:6,2,1,0,3,1,312.6151000000001,258.6617000000003,31.03,19.27000000000001,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-6.7399999999999975,-1,-1,0.0188775510204081,0.0,0.0195040118931248,0.0217073170731707,1.766786501441843,0.0223917526696567,0.0193302680682914,6.984005890950245,6.984535785545367,2,2
2018101408:3143:6,2,0,3,3,1,226.3517,141.57995000000005,28.860000000000007,11.870000000000005,1,3,1,1,0,0,2,4,3,0,4,5,2,3,-1.3300000000000018,-2,-2,0.0,0.0172943825926983,0.0197902142660207,0.0204347826086956,4.880634581379637,0.0397611327858372,0.0494420290443667,8.973492578142775,8.95762111796197,1,0
2018101408:3165:6,2,0,3,2,2,247.11289999999985,173.22645,36.31,11.909999999999997,1,3,1,1,0,0,2,4,3,1,5,4,3,2,0.2000000000000028,-2,-2,0.0,0.0172943825926983,0.019630376344086,0.0202723363592928,3.988998215919105,0.0364205996530331,0.0404095333016407,8.979766333526094,8.971136047641686,6,12
2018101408:3189:6,3,1,3,1,1,208.66754999999992,127.93144999999994,26.969999999999995,15.71,1,3,1,1,0,0,2,4,3,1,3,6,2,3,-0.7599999999999945,-1,-3,0.0195833333333333,0.0186487496569538,0.0196774193548387,0.0201098901098901,4.5180446246798605,0.0431308078328422,0.0469001172112096,8.976038440092868,8.968733255192527,0,15
2018101408:3213:6,2,0,3,3,1,233.32695,153.43584999999996,28.83,13.31,1,3,1,1,0,0,2,4,3,1,4,5,2,3,-1.2300000000000004,-2,-2,0.0,0.0172943825926983,0.0189030504908835,0.0201098901098901,4.503510750584041,0.0385724838043783,0.0456216718583043,8.97428501079708,8.967413091529783,6,2
2018101408:3237:6,2,0,2,3,2,263.775,198.8836000000001,36.55,11.85,1,3,1,1,0,0,2,4,3,0,5,4,3,2,-0.3699999999999974,-2,-2,0.0,0.0177557331810828,0.018544144701367,0.0202723363592928,3.474394067685821,0.0341199886266704,0.0351964666769909,8.977253340915553,8.979887733327434,1,11
2018101408:3366:6,0,0,3,3,1,214.80035000000004,214.80035000000004,25.45,12.46,1,1,3,1,0,0,2,3,2,0,4,3,4,1,-1.4299999999999962,0,-2,0.0,0.0181099145070102,0.0185815127332984,0.0217073170731707,3.2029742968295905,0.0325884012758824,0.0325884012758824,6.976722570517228,6.976722570517228,1,10
2018101408:3486:6,0,1,3,1,2,294.90610000000044,294.90610000000044,35.02,17.400000000000006,1,3,1,1,0,0,2,2,3,0,4,3,2,3,-1.1100000000000063,-2,0,0.0188775510204081,0.0182870894825723,0.0193548387096774,0.020489075203252,2.2786914207607065,0.0237363689662573,0.0237363689662573,6.989827270443032,6.989827270443032,2,6
2018101408:3645:6,2,0,3,3,1,254.14015000000012,161.28995000000015,29.25,14.210000000000008,1,3,1,1,0,0,2,4,3,1,3,6,2,3,-1.2799999999999976,-1,-3,0.0,0.0172943825926983,0.0198985117656225,0.0201098901098901,4.284209896524857,0.0354135306837585,0.0434001002542315,8.976390979544162,8.968999928389835,6,15
2018101408:3669:6,2,1,2,2,2,375.3778499999999,374.25695,34.620000000000005,21.789999999999992,1,3,1,1,0,0,2,4,3,0,5,4,2,3,-0.4800000000000039,-3,-1,0.0195833333333333,0.0177557331810828,0.0180245503853839,0.0202723363592928,1.846325098304788,0.0239758419416595,0.0187037274792091,8.989344070248151,8.991984116794622,2,3
2018101408:3734:6,2,1,2,3,1,283.2455500000001,220.72860000000009,30.840000000000003,17.07,1,3,1,1,0,0,2,4,3,0,4,5,3,2,-2.4500000000000064,-1,-3,0.0195833333333333,0.0168795344016583,0.0196423648036551,0.0204347826086956,3.1214804062545576,0.0317745503856989,0.0317131536194222,8.982347472007946,8.986408648448819,2,0
